S.No,Cell_Line,Drug_Name,Pubchem_CID,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm,Labels
321,NCI-H358,GSK591,117072552,0,1,0,0,0,8,0,0,380.489,7.45,725.927,355.532,85.139,285.257,0,1289.381,3,7.7,0.0430411,0.0183721,0.7892102,43.034,13.564,22.959,14.199,3.09,-4.052,-3.281,-7.029,384.973,-0.431,195.042,-3.378,8.666,0.537,6,0.204,3,91.314,0,0,80.4,6,0,20,4,16,7,28,0,0.014,Inactive
322,NCI-H358,Cetuximab,85668777,0,0,0,1,0,7,0,-1,273.374,2.244,563.607,298.009,110.1,155.498,0,990.528,1,2,0.005083,0.0035486,0.852642,30.477,9.521,12.165,4.773,4.577,-4.664,-4.399,-2.85,226.685,-0.868,126.496,-2.329,7.903,-0.241,2,0.469,3,95.9,0,0,53.727,3,0,9,0,9,1,20,0,0.028,Inactive
323,NCI-H358,KRAS (G12C) Inhibitor-12,73555129,0,0,0,0,1,5,1,-1,449.675,2.665,637.803,224.666,144.472,128.119,140.546,1090.195,2,7.75,0.0065133,0.0171842,0.8031831,35.489,11.681,19.235,14.867,1.856,-3.953,-5.033,-3.953,242.07,-0.886,1147.804,-3.251,8.238,0.974,4,-0.448,3,80.484,0,30.393,92.733,6,0,12,0,12,4,23,0,0.028,Inactive
324,NCI-H358,Ara-G,135499520,1,0,0,0,0,5,0,-2,283.243,10.39,455.805,114.317,284.064,57.423,0,790.406,6,12.3,0.1365791,0.0661001,0.907026,22.816,9.545,24.991,22.939,-2.304,-1.798,-1.337,-3.31,20.05,-2.04,7.23,-6.072,8.303,-0.193,4,-0.831,2,23.8,0,0,167.525,10,1,14,0,14,4,20,1,0.004,Inactive
325,NCI-H358,"eEF2K Inhibitor, A-484954",14998470,0,0,0,0,0,3,0,-2,289.293,3.722,519.617,251.224,227.492,40.901,0,892.749,3,6.5,0.0155158,0.0216666,0.8629155,28.038,9.084,17.33,12.93,0.489,-3.133,-2.943,-3.945,68.96,-1.654,27.479,-5.28,8.913,0.73,1,-0.271,3,62.714,0,0,139.708,8,0,13,3,10,3,21,0,0.001,Inactive
326,NCI-H358,GSK2578215A,68107965,2,0,0,0,0,6,0,0,399.423,5.996,731.036,29.67,83.061,569.815,48.489,1271.243,1,5.75,0.028282,0.0078656,0.7763286,46.31,14.658,20.637,11.741,5.115,-6.679,-6.474,-7.869,1615.218,-0.598,1531.245,-0.467,9.094,1.016,6,0.672,1,100,48.489,0,66.161,5,1,24,0,24,0,30,1,0.029,Inactive
327,NCI-H358,Temozolomide,5394,1,0,0,0,0,1,0,-2,194.152,3.411,378.964,87.753,234.014,57.197,0,597.825,2,7,0.0194571,0.0261225,0.9056291,17.675,6.302,12.759,12.215,-1.207,-1.379,-1.328,-3.332,59.807,-1.399,23.559,-5.535,9.649,1.801,1,-0.798,2,51.677,0,0,129.607,8,0,9,0,9,0,14,0,0.024,Inactive
328,NCI-H358,PFI3,78243717,0,0,0,0,0,4,1,0,321.378,4.766,619.973,176.192,98.698,345.083,0,1069.416,0,5.25,0.0212443,0,0.8157498,41.874,11.283,21.042,13.845,1.643,-3.595,-1.908,-4.127,166.465,-0.417,108.261,-5.185,8.934,-0.252,4,-0.113,3,76.325,0,16.028,94.918,7,0,14,0,14,7,26,0,0.001,Inactive
329,NCI-H358,AGI-5198,56645356,0,0,0,0,1,7,0,0,462.566,11.316,781.354,358.579,49.252,326.631,46.892,1480.957,1,7,0.0864686,0.0089588,0.8041653,51.739,14.553,23.61,12.283,5.24,-6.338,-6.164,-4.884,2452.068,-0.251,3333.007,-0.605,8.876,0.826,6,0.63,1,100,46.892,17.501,70.638,6,1,23,0,23,6,34,1,0.053,Inactive
330,NCI-H358,ICL-SIRT078,45168044,1,1,0,0,0,6,0,1,482.599,5.385,811.514,265.95,96.712,403.055,45.797,1469.879,1,7.75,0.0197251,0.0095501,0.7704131,52.667,16.142,23.639,12.862,4.684,-6.094,-6.346,-7.895,299.009,-0.374,264.474,-3.369,8.689,1.037,10,0.787,1,100,0,0,72.817,6,0,29,0,29,4,35,2,0,Inactive
331,NCI-H358,AT13148,24905401,0,1,0,0,0,5,0,0,313.786,3.026,563.51,34.55,148.241,309.183,71.536,968.958,4,3.25,0.0094499,0.0115348,0.8403625,32.366,11.81,18.738,12.169,2.428,-3.019,-3.884,-6.316,97.058,-0.563,108.444,-4.745,8.87,0.191,3,0.11,3,76.725,0,0,73.357,4,0,17,0,17,0,22,0,0.005,Inactive
332,NCI-H358,EPZ004777,56962336,1,1,0,0,1,12,0,-2,539.676,7.836,912.854,445.486,220.738,246.63,0,1698.983,6,11.6,0.0361415,0.0311266,0.7543214,56.489,18.978,34.475,23.584,1.92,-4.558,-4.46,-6.035,15.86,-2.348,7.948,-5.629,8.268,0.171,5,-0.143,2,20.795,0,12.465,148.395,11,3,20,0,20,4,39,1,0,Inactive
333,NCI-H358,LJI308,118704762,0,0,0,0,0,4,0,0,368.382,4.565,604.62,178.39,79.072,265.389,81.769,1096.027,1,4.95,0.0190093,0.008187,0.850282,37.675,10.541,17.023,9.004,4.174,-5.205,-5.903,-5.22,1762.233,-0.206,2560.034,-1.658,8.577,0.757,4,0.476,3,100,81.769,0,48.309,4,0,24,0,24,4,27,0,0.051,Inactive
334,NCI-H358,Leflunomide,3899,0,0,0,0,0,2,0,0,270.211,2.774,488.133,85.534,100.615,184.465,117.519,803.177,1,4,0.0095807,0.0081945,0.8560536,26.467,7.048,12.624,7.838,2.604,-3.975,-3.772,-4.741,1100.957,-0.184,2416.963,-2.532,9.378,0.917,1,-0.035,3,96.636,117.519,0,61.893,4,0,11,0,11,0,19,0,0.084,Inactive
335,NCI-H358,OF-1,35397514,0,0,0,0,0,4,0,0,440.311,9.197,663.823,315.953,113.442,156.546,77.883,1158.213,1,7.25,0.0730338,0.0109216,0.803473,39.124,11.66,19.328,10.904,3.2,-5.379,-6.158,-5.459,832.003,-0.658,1083.067,-2.675,8.098,1.192,2,0.16,3,100,0,0,86.36,7,0,15,0,15,0,26,0,0.004,Inactive
336,NCI-H358,GDC0810,56941241,1,0,0,1,0,8,1,-2,446.908,2.359,722.592,115.372,182.659,330.095,94.467,1320.92,2,3,0.0042123,0.0058714,0.8057302,44.725,14.619,20.138,9.099,6.111,-7.233,-8.252,-4.442,46.489,-1.563,75.134,-2.955,8.779,0.942,1,1.034,1,79.61,46.908,0,82.51,4,1,21,0,21,0,32,1,0,Inactive
337,NCI-H358,Nelarabine,3011155,0,0,0,0,0,6,0,-2,297.27,3.917,486.363,216.127,197.325,72.911,0,848.954,5,10.8,0.0180768,0.0496533,0.891513,24.665,9.28,21.285,19.365,-1.003,-1.757,-1.92,-3.635,133.25,-1.453,56.004,-4.323,8.291,0.121,5,-0.831,2,59.1,0,0,141.052,10,0,14,0,14,4,21,0,0.247,Inactive
338,NCI-H358,Picolinici-acid,1018,3,0,0,1,0,1,0,-1,123.111,2.888,304.901,0,128.168,176.733,0,452.637,1,3,0.0184204,0.0098393,0.9350617,51.974,14.923,25.594,16.265,2.228,-4.423,-5.139,-6.733,79.39,-0.925,46.249,-5.348,8.523,1.155,4,0.028,3,61.034,0,0,108.58,10,1,30,0,30,8,35,0,0,Inactive
339,NCI-H358,GSK2801,73010930,0,0,0,0,0,5,0,-1,371.45,8.277,660.448,323.88,104.27,232.297,0,1164.52,0,6.75,0.0588277,0,0.8105087,39.458,11.409,17.214,9.144,3.156,-4.384,-4.729,-5.706,1016.497,-0.796,503.536,-2.143,8.194,0.772,1,-0.019,3,100,0,0,73.374,5,0,15,0,15,0,26,0,0.11,Inactive
340,NCI-H358,BIBR-1532,9927531,0,0,0,1,0,5,1,-2,331.37,3.195,641.235,74.116,141.329,425.79,0,1094.442,1,3.5,0.0093299,0.0054582,0.8009582,38.501,12.581,16.342,8.929,4.709,-5.866,-5.499,-4.976,114.625,-1.207,60.531,-2.144,8.688,0.895,2,0.537,3,91.375,0,0,81.227,4,0,16,0,16,0,25,1,0.003,Inactive
341,NCI-H358,Phenformin,8249,0,0,1,0,0,7,0,-2,205.262,3.717,462.562,60.71,200.642,201.21,0,751.623,6,3.5,0.0183838,0.0185342,0.864294,37.405,11.07,17.285,11.373,2.846,-4.474,-4.967,-5.71,1177.25,-0.487,590.134,-1.995,8.756,1.227,4,0.124,3,100,0,0,73.974,7,0,25,0,25,4,26,0,0.118,Inactive
342,NCI-H358,MIRA-1,227681,1,0,0,0,0,3,1,-1,183.163,2.305,400.727,180.457,130.766,89.504,0,640.749,0,5,0.0082936,0,0.896965,18.417,5.726,8.336,6.445,0.24,-0.705,-0.943,-3.626,569.967,-0.701,269.434,-3.326,10.655,1.601,1,-0.987,3,77.676,0,0,94.744,5,0,5,0,5,0,13,0,17.064,Inactive
343,NCI-H358,Dacarbazine,135398738,1,0,0,0,0,3,1,-2,182.185,0.852,412.49,167.617,173.941,70.931,0,642.647,3,8,0.0011299,0.0335921,0.8731063,18.316,6.401,14.313,13.989,-0.939,-1.51,-0.779,-3.924,222.032,-1.139,97.253,-4.187,9.24,0.992,3,-0.881,3,63.446,0,0,106.979,7,0,5,0,5,0,13,0,0.366,Inactive
344,NCI-H358,CPI-613,24770514,0,0,0,1,0,13,0,-2,388.582,2.501,695.209,215.928,109.219,323.3,46.762,1274.032,1,3,0.0049079,0.0043153,0.8175296,39.573,13.666,16.145,5.902,6.354,-5.938,-6.636,-4.219,231.089,-1.195,232.953,-1.145,8.854,0.208,3,0.803,1,93.499,0,0,51.645,2,1,12,0,12,0,26,1,0.032,Inactive
345,NCI-H358,LY2109761,11655119,0,1,0,0,0,4,0,1,441.532,2.48,770.943,395.898,63.935,311.11,0,1394.545,0,7.45,0.004409,0,0.7830048,50.058,13.935,20.466,10.581,4.16,-5.055,-5.291,-7.253,611.651,0.026,321.711,-3.28,8.754,0.94,6,0.504,3,100,0,0,64.114,7,0,30,0,30,7,33,0,0.002,Inactive
346,NCI-H358,AZD5991,131634760,3,0,0,1,0,13,0,-1,672.258,4.453,804.279,416.766,100.683,207.284,79.546,1741.949,1,5.75,0.0113808,0.0071493,0.8705264,57.191,16.853,24.287,8.038,8.242,-6.991,-12.425,-2.808,278.435,-0.91,430.878,-1.397,8.169,0.626,6,1.549,1,93.041,0,0,81.247,8,2,29,0,29,0,46,1,0.003,Inactive
347,NCI-H358,CZC24832,42623951,0,0,0,0,0,5,0,-2,364.397,5.084,598.718,171.291,228.415,154.069,44.943,1058.732,3,9,0.0244135,0.0260364,0.8390735,34.477,11.128,21.366,15.933,0.846,-3.63,-3.968,-4.871,67.584,-1.791,47.397,-4.706,8.836,1.468,2,-0.353,3,64.647,44.943,0,120.524,8,0,15,0,15,0,25,0,0.002,Inactive
348,NCI-H358,P22077,46931953,1,0,0,0,0,4,0,0,315.309,3.6,502.113,82.971,131.663,158.927,128.552,856.785,0,3,0.0151254,0,0.8688502,80.294,23.962,42.895,25.854,4.928,-6.17,-10.117,-7.005,101.634,-2.376,41.79,-2.421,9.76,0.439,8,0.614,2,65.805,0,0,232.894,15,2,35,4,28,13,62,2,0.002,Inactive
349,NCI-H358,GSK2830371,70983932,1,0,0,0,1,9,0,-1,461.021,4.845,832.076,496.395,95.93,133.313,106.439,1478.834,2.25,6.25,0.0158735,0.011267,0.7544228,48.523,15.148,22.819,12.639,4.997,-7.105,-5.8,-4.767,770.435,-0.841,2347.43,-1.954,8.797,1.212,8,0.608,1,100,0,25.058,94.516,6,0,19,3,16,8,31,2,0,Inactive
350,NCI-H358,EPZ5676,57345410,1,1,0,0,0,11,0,-2,562.714,5.973,927.767,491.674,227.89,208.203,0,1750.422,5,12.6,0.0203798,0.030368,0.7571024,58.823,18.965,34.206,22.226,2.566,-5.218,-5.189,-7.181,17.05,-2.352,6.713,-5.993,8.499,0.252,6,0.255,2,38.098,0,0,146.716,11,2,27,4,23,8,41,1,0,Inactive
351,NCI-H358,PRIMA-1MET,52918385,1,1,0,0,0,4,0,1,199.249,2.776,406.804,327.94,78.864,0,0,691.286,0,5.4,0.0111466,0,0.9294338,40.943,14.115,25.66,18.127,1.317,-3.378,-3.907,-6.577,15.751,-1.741,6.162,-6.331,8.416,0.601,5,0.019,2,43.126,0,0,145.119,10,1,23,0,23,6,29,1,0,Inactive
352,NCI-H358,AICA Ribonucleotide,65110,5,0,0,2,0,9,1,-2,338.213,5.828,515.29,74.132,400.433,39.177,1.547,891.855,7,13.6,0.0380797,0.0698291,0.8695808,24.133,11.234,26.603,25.613,-2.2,-1.571,-1.456,-0.214,0.101,-3.506,0.039,-7.897,8.1,-0.154,4,-1.4,1,0,0,0,215.813,12,2,10,0,10,4,22,1,0,Inactive
353,NCI-H358,glutathione,124886,2,1,0,2,2,11,1,-2,307.321,6.684,573.088,183.088,315.349,0,74.651,953.995,4.5,8,0.0468308,0.0296125,0.817788,24.962,10.734,20.012,18.544,-2.932,-0.576,0.013,1.157,0.073,-2.661,0.182,-8.338,9.634,0.32,7,-1.732,1,0,0,43.649,196.105,9,1,0,0,0,0,20,2,0,Inactive
354,NCI-H358,alpha-lipoic acid,864,1,0,0,1,0,5,1,-1,206.317,2.834,440.818,241.697,109.396,0,89.724,711.541,1,3,0.0112891,0.0068055,0.8743907,19.111,6.37,9.075,4.872,2.579,-2.856,-2.319,-1.757,230.194,-0.472,398.837,-3.056,9.028,1.976,1,-0.382,3,84.323,0,0,51.685,2,0,5,0,5,3,12,0,0.253,Inactive
355,NCI-H358,N-acetyl cysteine,12035,0,0,0,1,1,4,1,-1,163.191,3.898,365.411,150.867,140.446,0,74.097,558.74,1.25,3.25,0.0271987,0.0099439,0.897822,13.638,5.09,8.03,8.052,0.625,-0.565,-0.679,-0.003,65.741,-0.657,157.374,-3.724,9.597,0.201,2,-1.082,2,63.138,0,31.384,86.79,4,0,0,0,0,0,10,0,8.39,Inactive
356,NCI-H358,ascorbate (vitamin C),54679076,1,0,0,0,0,6,0,-2,176.126,3.479,348.717,80.674,257.621,10.423,0,543.123,4,7.9,0.0222831,0.0453089,0.9231886,11.829,6.177,14.051,14.698,-1.851,-0.64,-0.761,-2.825,35.718,-1.813,13.495,-5.655,9.643,0.592,5,-0.947,2,43.9,0,0,129.06,6,0,5,0,5,1,12,0,0.09,Inactive
1,NCI-H522,Epothilone B,448013,1,0,0,0,0,18,2,-2,507.684,6.643,778.538,562.079,103.348,62.758,50.354,1537.975,0,8.9,0.0286915,0,0.8276584,44.437,13.906,19.46,7.536,4.545,-3.6,-5.896,-4.62,1037.162,-1.404,971.214,-1.475,9.074,0.83,8,-0.062,1,94.576,0,0,107.298,7,1,8,3,5,2,35,1,4.276,Active
2,NCI-H522,Vinorelbine,5311497,8,3,0,0,0,7,1,1,778.944,4.653,1070.23,752.697,96.165,221.367,0,2227.775,1,11.5,0.0097203,0.0107454,0.7707893,80.621,21.114,35.106,15.703,6.418,-6.351,-8.359,-8.475,18.822,-0.14,9.143,-5.965,8.263,0.135,8,1.993,1,48.463,0,0,127.367,12,3,37,0,34,15,57,3,0,Active
3,NCI-H522,ARRY-520,44224257,0,1,0,0,1,5,1,1,420.476,3.673,666.999,200.934,98.886,274.061,93.117,1226.263,2,5.7,0.0110004,0.0120855,0.8306708,42.328,12.406,20.508,12.636,3.295,-4.068,-4.682,-4.931,206.59,-0.066,456.364,-3.959,8.923,0.785,3,0.274,3,87.673,69.517,17.582,73.946,6,0,17,0,17,1,29,0,0.004,Active
4,NCI-H522,Docetaxel,148124,7,0,0,0,0,13,3,-2,807.89,8.913,1033.689,486.7,238.522,308.467,0,2219.947,4,17.35,0.035788,0.0335691,0.7961656,77.287,22.994,42.627,26.008,4.329,-6.354,-8.889,-6.301,54.2,-2.729,21.181,-3.581,9.838,0.659,8,0.586,1,57.408,0,0,229.865,15,2,29,4,22,13,58,2,0,Active
5,NCI-H522,Gemcitabine,60750,0,0,0,0,0,4,0,-2,263.2,10.474,422.633,83.722,224.38,55.808,58.723,713.889,4,9.1,0.1536791,0.0430634,0.9140202,20.38,7.575,19.763,16.602,-1.275,-1.764,-1.714,-3.189,73.808,-1.324,62.028,-5.074,9.324,0.319,3,-0.785,2,52.918,58.723,0,118.679,7,0,11,0,11,4,18,0,0.038,Active
6,NCI-H522,Romidepsin,5352062,1,0,0,0,2,8,3,-1,540.692,8.244,697.369,496.405,137.621,10.83,52.513,1475.052,1.75,10.75,0.0460736,0.0203922,0.898616,47.844,13.557,25.133,15.373,2.072,-3.368,-4.119,-0.475,333.399,-0.926,444.484,-3.25,9.031,1.939,7,-0.397,2,71.277,0,21.09,147.923,10,1,15,0,0,7,36,1,0.131,Active
7,NCI-H522,Dacinostat,6445533,0,1,0,0,0,12,2,-2,379.458,6.564,703.279,159.246,206.388,337.646,0,1247.334,4,7.9,0.0345411,0.0224662,0.7968176,39.284,14.593,23.666,16.105,1.822,-2.874,-3.515,-7.156,27.266,-1.928,11.151,-5.044,8.28,0.72,4,-0.149,2,63.311,0,0,104.839,6,0,15,0,15,0,28,0,0.005,Active
8,NCI-H522,Thapsigargin,446378,6,0,0,0,0,15,4,-2,650.762,5.873,1020.749,838.9,165.938,15.911,0,2000.151,2,12.5,0.0172425,0.0173183,0.7521213,64.413,18.753,31.028,15.345,5.295,-7.501,-7.366,-5.619,264.428,-2.296,117.472,-3.082,9.817,-0.075,10,0.825,1,62.43,0,0,187.4,12,3,13,0,10,9,46,2,0,Active
9,NCI-H522,Vinblastine,6710780,7,3,0,0,0,8,1,1,810.986,1.491,1046.739,693.348,148.62,204.771,0,2251.257,2,12.25,0.0009879,0.0165506,0.7936155,80.76,21.455,37.261,17.873,5.781,-5.529,-8.453,-8.027,5.987,-0.695,2.651,-6.894,8.23,0.085,6,1.885,2,35.831,0,0,146.003,13,3,38,0,34,18,59,1,0,Active
10,NCI-H522,NSC319726,5351307,0,0,0,0,0,4,0,1,234.318,7.725,506.07,227.129,37.386,179.967,61.588,838.506,1,4,0.0711756,0.007904,0.8497507,26.553,8.096,12.82,6.959,3.055,-3.719,-2.572,-4.821,4378.911,0.128,5308.485,-1.191,8.296,0.878,2,-0.03,3,100,0,0,42.912,4,0,10,4,6,3,16,0,2.889,Active
11,NCI-H522,AZD4877,10368812,0,1,0,0,0,10,0,0,503.661,9.971,787.219,341.399,118.519,275.44,51.861,1521.623,2,9,0.065337,0.0161682,0.8127198,50.951,15.898,25.822,13.9,4.13,-4.614,-6.013,-6.602,185.729,-0.71,170.635,-3.836,9.277,1.303,6,0.535,3,78.776,0,0,96.757,7,1,21,0,21,0,36,0,0.002,Active
12,NCI-H522,Bortezomib,387447,0,2,0,0,0,10,0,1,530.453,7.918,871.061,503.301,80.874,167.958,118.927,1583.173,1,9.25,0.0396004,0.0106192,0.7541694,52.388,16.075,24.341,11.92,4.327,-5.992,-6.233,-7.763,105.382,0.102,238.407,-5.583,8.501,1.203,7,0.591,2,75.525,0,0,80.41,8,1,22,0,22,4,36,2,0,Active
13,NCI-H522,Bryostatin 1,5280757,14,0,0,0,0,26,7,-2,905.044,10.079,1318.068,976.195,283.72,58.153,0,2671.994,3,17.1,0.0380154,0.0224708,0.706509,84.64,26.746,42.59,20.718,6.601,-9.05,-10.783,-6.558,20.202,-4.793,7.289,-4.047,9.633,0.732,10,1.117,1,50.084,0,0,244.758,17,3,18,0,18,13,64,3,0,Active
14,NCI-H522,Dinaciclib,46926350,0,0,0,0,0,7,0,-2,396.491,3.117,676.297,348.201,126.487,201.61,0,1260.243,2,5.7,0.007711,0.0119193,0.8343154,41.712,12.684,19.765,10.578,4.031,-5.297,-5.871,-5.174,625.788,-1.07,298.065,-2.468,8.065,1.115,4,0.602,3,100,0,0,86.727,8,0,21,0,21,5,29,0,0.007,Active
15,NCI-H522,Panobinostat,6918837,0,0,0,0,0,6,0,-2,437.518,11.307,760.883,292.083,177.662,289.682,1.456,1339.728,3,8.5,0.0954322,0.0193491,0.7724279,46.376,14.809,25.755,16.172,2.97,-5.944,-5.888,-6.596,204.705,-1.78,90.728,-3.197,8.136,0.641,5,0.264,3,85.699,0,0,112.583,9,0,21,0,21,0,31,1,0,Active
16,NCI-H522,Paclitaxel,36314,0,1,0,0,0,3,0,0,447.539,7.107,806.74,480.368,155.66,170.712,0,1450.108,2,11,0.0348314,0.019283,0.7680065,51.583,14.654,26.445,16.983,2.25,-5.162,-3.903,-6.826,82.542,-0.978,36.922,-5.562,8.166,1.248,3,0.225,3,74.423,0,0,111.873,9,0,27,0,27,9,33,0,0,Active
17,NCI-H522,Doxorubicin,31703,2,1,0,0,0,11,1,-2,543.526,5.771,779.073,316.14,318.574,144.36,0,1477.479,5,14.8,0.0225397,0.0424784,0.8052566,47.29,16.343,31.881,24.217,-0.451,-2.459,-4.022,-6.098,2.354,-2.976,0.79,-7.889,8.962,1.234,9,-0.6,1,0,0,0,215.688,12,3,24,0,24,9,39,2,0,Active
18,NCI-H522,BI-2536,11364421,0,1,0,0,0,6,0,1,521.661,4.529,885.355,663.338,98.775,123.242,0,1662.843,2,11.25,0.0123359,0.0179701,0.7666815,57.717,15.889,28.028,16.047,3.796,-5.901,-5.127,-6.621,285.839,-0.52,141.371,-4.392,8.101,0.629,4,0.591,3,80.172,0,0,106.54,10,1,27,0,27,11,38,1,0,Active
19,NCI-H522,SN-38,104842,0,0,0,0,0,4,0,-2,392.41,10.243,630.114,280.223,196.002,153.888,0,1145.965,2,8.5,0.0915551,0.0190772,0.8404788,38.609,11.788,21.69,14.035,1.702,-4.173,-4.868,-4.847,137.154,-1.527,57.78,-4.206,8.959,1.581,5,-0.041,3,75.163,0,0,120.406,7,0,21,0,21,3,29,0,0.002,Active
20,NCI-H522,Podophyllotoxin bromide,234820,0,0,0,0,0,3,3,1,477.308,5.285,588.603,406.944,43.005,90.721,47.934,1148.891,0,6.75,0.0243082,0,0.9012841,38.765,10.314,16.592,8.049,3.495,-3.557,-7.008,-3.562,3873.355,0.147,3913.671,-1.704,9.137,1.101,6,0.02,3,100,0,0,80.237,7,0,22,0,22,6,30,0,2.611,Active
21,NCI-H522,Staurosporine,44259,1,1,0,0,0,2,0,1,466.538,7.986,660.734,308.272,82.019,270.444,0,1282.34,2,6.45,0.0497357,0.0138054,0.8639205,46.464,13.054,22.593,12.548,3.755,-4.393,-6.358,-5.75,412.115,0.109,209.947,-3.949,7.702,0.464,4,0.76,3,95.733,0,0,66.909,7,0,29,0,29,6,35,0,0.002,Active
22,NCI-H522,Dactolisib,11977753,1,0,0,0,0,3,0,-1,469.545,8.199,745.457,185.284,136.94,423.233,0,1421.452,0,5.5,0.0472938,0,0.8201578,52.848,15.338,21.74,10.079,5.438,-7.975,-9.232,-6.46,498.081,-0.975,232.899,-2.264,8.647,1.372,2,1.146,1,94.104,0,0,81.113,6,1,29,0,29,0,36,1,0,Active
23,NCI-H522,Trichostatin A,444732,0,0,0,0,0,8,2,-2,302.372,9.947,630.76,332.645,170.369,127.746,0,1079.77,2,7.2,0.0916253,0.016143,0.8069658,33.142,10.767,18.626,11.521,1.92,-3.908,-2.929,-5.265,240.043,-1.663,105.807,-3.441,8.437,0.357,3,-0.182,3,80.789,0,0,94.449,5,0,6,0,6,0,22,0,0.014,Active
24,NCI-H522,Mitomycin-C,5746,0,1,0,0,0,4,2,-2,334.331,2.798,550.258,257.167,282.556,10.536,0,971.042,4.5,9.25,0.0080627,0.03566,0.8618349,30.239,10.355,21.871,17.857,-0.557,-1.688,-1.623,-4.544,5.168,-1.815,1.848,-8.368,8.637,1.379,4,-0.492,2,36.453,0,0,168.954,9,0,13,3,10,5,24,1,0,Active
25,NCI-H522,CCT245232,117996541,1,0,0,0,0,4,0,-1,453.496,7.446,790.314,283.716,102.386,404.211,0,1403.884,2,7.5,0.0394915,0.0134207,0.7672197,51.321,15.492,24.59,14.501,4.562,-7.154,-6.816,-7.226,1059.187,-0.837,526.432,-1.599,8.662,1.154,3,0.73,1,100,0,0,98.023,7,0,26,0,26,2,34,1,0.001,Active
26,NCI-H522,CUDC-101,24756910,1,0,0,0,1,13,1,-2,434.494,9.902,839.514,337.659,168.66,333.195,0,1451.521,3.5,8.2,0.0675503,0.0182734,0.7385035,46.771,16.473,25.711,17.963,3.13,-5.03,-4.96,-5.978,134.993,-2.282,110.164,-2.206,8.269,1.082,5,-0.09,2,83.399,0,33.441,111.648,8,0,16,0,16,0,32,0,0.025,Active
27,NCI-H522,MG-132,462382,0,0,0,0,2,14,0,-2,475.627,5.236,858.122,497.031,157.755,203.337,0,1628.629,0.75,7.25,0.0168331,0.0073168,0.7801246,51.976,16.164,22.319,11.609,4.384,-5.842,-5.058,-3.311,182.578,-2.008,142.499,-2.366,9.713,0.021,4,0.347,3,93.092,0,29.958,142.599,8,0,6,0,6,0,34,1,0.003,Active
28,NCI-H522,Dactinomycin,457193,14,0,0,0,8,29,2,-2,1255.432,12.752,1424.295,1153.566,199.827,70.902,0,3303.167,2,32.5,0.0492316,0.03227,0.7530993,108.095,29.65,58.154,40.547,-0.456,-0.755,-6.94,5.13,22.205,-3.533,52.793,-2.168,8.419,1.608,13,-3.261,1,9.501,0,94.786,351.694,28,3,24,0,24,8,90,2,1499.233,Active
29,NCI-H522,Obatoclax Mesylate,11404337,3,0,0,0,0,3,0,1,317.39,4.46,647.221,282.926,34.749,329.546,0,1095.845,2,2.25,0.0181552,0.0049164,0.7942277,38.923,11.396,16.745,8.239,5.112,-6.504,-5.742,-6.433,4638.509,0.015,2597.922,-0.711,7.732,1.864,4,0.914,1,100,0,0,43.192,4,1,19,0,19,0,24,1,0.019,Active
30,NCI-H522,WZ3105,46843648,2,1,0,0,0,5,0,1,521.661,8.436,923.882,688.998,110.383,124.501,0,1686.841,2,11.25,0.0421897,0.0172207,0.7417625,59.332,16.458,28.956,16.448,3.84,-6.719,-4.823,-7.03,221.841,-0.677,107.492,-4.698,8.2,0.762,4,0.671,1,78.462,0,0,111.422,10,1,28,0,23,12,38,1,0,Active
31,NCI-H522,JQ1,46907787,1,0,0,0,0,3,1,0,456.989,8.197,750.539,438.105,94.575,119.785,98.074,1384.529,0,5,0.048524,0,0.8004362,48.473,13.325,19.635,7.281,5.753,-7.761,-7.353,-5.332,1256.156,-0.361,2180.98,-2.553,9.545,1.63,6,1.172,1,100,0,0,78.264,6,1,19,0,16,1,31,1,0,Active
32,NCI-H522,Camptothecin,24360,0,0,0,0,0,2,0,-1,348.357,9.989,574.226,187.073,141.941,245.213,0,1025.093,1,7.75,0.0973283,0.0134964,0.8562308,35.928,10.72,18.935,12.392,1.742,-3.663,-4.28,-5.028,446.558,-0.848,206.971,-3.08,9.066,1.632,3,-0.163,3,84.574,0,0,97.976,6,0,21,0,21,3,26,0,0.063,Active
33,NCI-H522,AR-42,6918848,0,0,0,0,0,6,1,-2,312.368,10.125,609.978,148.208,150.855,310.915,0,1057.016,3,6.7,0.0969918,0.0190249,0.8226945,35.264,11.935,20.948,13.998,2.192,-3.988,-3.612,-5.884,367.572,-1.284,167.702,-2.628,9.096,0.521,2,-0.09,3,85.697,0,0,96.186,5,0,12,0,12,0,23,0,0.075,Active
